record_date,AVERAGE_SPEED_DIFF,AVERAGE_FREE_FLOW_SPEED,AVERAGE_TIME_DIFF,AVERAGE_FREE_FLOW_TIME,LUMINOSITY,AVERAGE_TEMPERATURE,AVERAGE_ATMOSP_PRESSURE,AVERAGE_HUMIDITY,AVERAGE_WIND_SPEED,AVERAGE_CLOUDINESS,AVERAGE_PRECIPITATION,AVERAGE_RAIN
1916,2019-02-24 20:00:00,Low,33.5,7.5,87.9,DARK,14.0,1028.0,71.0,2.0,céu claro,0.0,
1917,2019-04-25 02:00:00,None,44.2,0.0,67.8,DARK,10.0,1005.0,76.0,7.0,,0.0,aguaceiros fracos
1918,2018-09-28 20:00:00,Low,37.9,15.7,81.6,DARK,16.0,1019.0,93.0,3.0,céu claro,0.0,
1919,2018-08-27 21:00:00,None,38.2,4.7,88.9,DARK,20.0,1011.0,78.0,2.0,,0.0,chuva
1920,2019-08-27 02:00:00,None,45.4,0.0,78.7,DARK,17.0,1015.0,100.0,2.0,,0.0,
1921,2019-08-16 01:00:00,None,40.8,6.6,90.5,DARK,17.0,1020.0,100.0,2.0,,0.0,
1922,2018-10-11 07:00:00,Very_High,46.1,125.5,81.9,LOW_LIGHT,16.0,1006.0,93.0,3.0,,0.0,chuva fraca
1923,2019-05-17 22:00:00,None,42.0,0.0,77.7,DARK,13.0,1017.0,76.0,4.0,céu pouco nublado,0.0,
1924,2019-04-24 15:00:00,High,39.8,36.5,75.6,LIGHT,13.0,1000.0,87.0,7.0,,0.0,aguaceiros fracos
1925,2019-01-28 10:00:00,High,43.5,43.7,64.3,LIGHT,12.0,1024.0,93.0,5.0,,0.0,chuva moderada
1926,2018-09-29 02:00:00,None,45.2,0.0,84.2,DARK,15.0,1018.0,93.0,2.0,,0.0,
1927,2018-08-18 07:00:00,None,43.1,0.0,82.7,LIGHT,19.0,1016.0,49.0,6.0,céu claro,0.0,
1928,2018-08-21 12:00:00,Medium,37.3,36.1,90.3,LIGHT,29.0,1015.0,39.0,3.0,céu claro,0.0,
1929,2018-08-26 14:00:00,Medium,37.9,21.7,89.3,LIGHT,22.0,1015.0,53.0,3.0,céu claro,0.0,
1930,2018-11-15 19:00:00,Very_High,41.0,65.0,84.2,DARK,14.0,1016.0,93.0,1.0,céu claro,0.0,
1931,2018-11-26 01:00:00,Medium,52.1,3.5,69.2,DARK,13.0,1014.0,66.0,7.0,nuvens quebradas,0.0,
1932,2019-08-29 18:00:00,Medium,43.2,32.5,87.1,LIGHT,22.0,1019.0,82.0,3.0,,0.0,
1933,2018-10-11 23:00:00,None,41.8,1.2,86.5,DARK,16.0,1015.0,77.0,6.0,céu claro,0.0,
1934,2019-09-18 05:00:00,None,44.1,0.0,86.4,DARK,15.0,1015.0,100.0,2.0,,0.0,
1935,2019-08-23 06:00:00,Low,46.1,15.2,82.4,DARK,17.0,1015.0,88.0,0.0,,0.0,
1936,2018-11-28 11:00:00,Low,31.5,16.8,72.9,LIGHT,13.0,1023.0,71.0,6.0,nuvens quebradas,0.0,
1937,2019-08-15 17:00:00,High,34.6,79.7,97.2,LIGHT,25.0,1020.0,78.0,5.0,,0.0,
1938,2018-10-18 17:00:00,High,46.1,44.2,83.4,LIGHT,21.0,1011.0,60.0,5.0,algumas nuvens,0.0,
1939,2019-01-22 13:00:00,Medium,46.5,15.7,78.1,LIGHT,12.0,1021.0,93.0,3.0,,0.0,chuva leve
1940,2018-08-23 06:00:00,None,43.3,1.2,85.7,DARK,16.0,1017.0,100.0,1.0,,0.0,
1941,2018-09-03 01:00:00,None,46.6,2.1,85.3,DARK,18.0,1011.0,88.0,0.0,céu claro,0.0,
1942,2019-05-14 00:00:00,None,40.1,1.9,67.8,DARK,16.0,1015.0,77.0,0.0,,0.0,
1943,2018-10-01 18:00:00,High,42.4,37.1,86.6,LOW_LIGHT,22.0,1019.0,46.0,5.0,céu claro,0.0,
1944,2018-09-08 09:00:00,None,40.7,1.9,78.5,LIGHT,20.0,1014.0,68.0,1.0,algumas nuvens,0.0,
1945,2019-04-13 18:00:00,Medium,38.4,12.3,80.2,LIGHT,14.0,1019.0,100.0,5.0,,0.0,chuva fraca
1946,2018-10-22 20:00:00,None,43.5,5.1,75.6,DARK,17.0,1021.0,88.0,2.0,céu claro,0.0,
1947,2019-01-23 19:00:00,High,44.7,36.7,78.1,DARK,13.0,1017.0,93.0,7.0,,0.0,chuva moderada
1948,2019-01-17 18:00:00,High,41.0,37.3,84.3,DARK,11.0,1021.0,66.0,3.0,algumas nuvens,0.0,
1949,2018-09-10 21:00:00,None,39.6,0.0,89.1,DARK,18.0,1021.0,68.0,3.0,céu claro,0.0,
1950,2019-02-18 06:00:00,Low,48.5,3.5,81.1,DARK,9.0,1016.0,100.0,3.0,nuvens quebradas,0.0,
1951,2018-08-06 16:00:00,High,36.9,71.3,90.5,LIGHT,21.0,1016.0,83.0,3.0,nuvens quebradas,0.0,
1952,2019-05-26 04:00:00,Low,38.3,4.2,64.5,DARK,15.0,1020.0,72.0,9.0,,0.0,
1953,2019-08-28 21:00:00,Low,40.6,12.5,79.8,DARK,18.0,1018.0,100.0,3.0,,0.0,
1954,2019-07-03 22:00:00,None,36.9,0.0,93.4,DARK,18.0,1013.0,88.0,1.0,,0.0,
1955,2018-09-05 02:00:00,None,40.8,0.0,82.7,DARK,16.0,1013.0,100.0,2.0,,0.0,
1956,2019-06-01 07:00:00,None,40.8,4.9,76.2,LIGHT,17.0,1018.0,77.0,1.0,,0.0,
1957,2019-03-02 14:00:00,Low,31.3,19.9,98.5,LIGHT,17.0,1028.0,72.0,3.0,nuvens dispersas,0.0,
1958,2018-08-24 01:00:00,None,44.9,0.0,84.6,DARK,16.0,1019.0,100.0,0.0,,0.0,
1959,2018-09-13 16:00:00,High,42.4,61.5,86.6,LIGHT,20.0,1018.0,73.0,2.0,céu claro,0.0,
1960,2018-08-10 20:00:00,Medium,38.8,17.2,88.8,DARK,16.0,1020.0,82.0,3.0,céu claro,0.0,
1961,2019-09-22 13:00:00,Low,42.5,2.9,75.1,LIGHT,20.0,1017.0,72.0,4.0,céu pouco nublado,0.0,
1962,2019-02-15 21:00:00,Low,37.2,12.9,93.9,DARK,10.0,1024.0,81.0,1.0,algumas nuvens,0.0,
1963,2019-05-17 01:00:00,None,40.8,3.8,67.3,DARK,12.0,1016.0,82.0,6.0,,0.0,aguaceiros fracos
1964,2019-04-21 02:00:00,Low,41.4,4.1,65.3,DARK,16.0,1013.0,52.0,2.0,céu limpo,0.0,
1965,2019-08-19 03:00:00,Low,42.4,8.1,90.7,DARK,15.0,1018.0,93.0,1.0,,0.0,
1966,2019-02-02 22:00:00,None,42.1,2.5,82.6,DARK,6.0,1025.0,81.0,1.0,algumas nuvens,0.0,
1967,2019-05-28 17:00:00,High,41.0,72.5,72.8,LIGHT,24.0,1018.0,49.0,7.0,,0.0,
1968,2019-09-05 16:00:00,Very_High,43.0,83.4,82.5,LIGHT,29.0,1017.0,31.0,4.0,,0.0,
1969,2018-08-09 01:00:00,None,44.8,0.0,81.4,DARK,17.0,1018.0,88.0,5.0,nuvens quebradas,0.0,
1970,2018-12-12 07:00:00,Medium,47.3,4.3,68.0,DARK,11.0,1022.0,93.0,2.0,nuvens quebradas,0.0,
1971,2018-12-10 08:00:00,Very_High,47.9,91.1,68.8,LIGHT,8.0,1027.0,58.0,5.0,céu claro,0.0,
1972,2019-07-19 20:00:00,Low,35.5,12.6,82.3,LOW_LIGHT,18.0,1014.0,93.0,4.0,,0.0,
1973,2019-09-30 00:00:00,None,43.5,0.0,76.5,DARK,18.0,1019.0,93.0,2.0,nuvens quebradas,0.0,
1974,2018-08-16 01:00:00,None,44.5,5.2,88.6,DARK,18.0,1016.0,100.0,3.0,,0.0,
1975,2019-08-09 01:00:00,Low,46.1,13.9,88.6,DARK,20.0,1013.0,100.0,4.0,,0.0,chuva fraca
1976,2018-11-01 20:00:00,Low,40.7,6.2,83.9,DARK,13.0,1021.0,100.0,4.0,,0.0,
1977,2019-07-23 01:00:00,None,44.3,1.6,80.8,DARK,18.0,1016.0,100.0,3.0,,0.0,
1978,2019-02-21 11:00:00,Medium,36.0,53.4,96.4,LIGHT,13.0,1023.0,58.0,5.0,céu claro,0.0,
1979,2018-09-15 18:00:00,Medium,42.2,27.7,88.8,LIGHT,18.0,1018.0,93.0,1.0,,0.0,
1980,2019-08-10 15:00:00,High,37.5,66.7,85.5,LIGHT,22.0,1021.0,73.0,4.0,,0.0,
1981,2019-08-13 04:00:00,Low,41.8,8.8,87.9,DARK,13.0,1020.0,93.0,7.0,,0.0,
1982,2019-03-29 22:00:00,Low,35.4,4.1,67.6,DARK,12.0,1020.0,76.0,2.0,céu limpo,0.0,
1983,2019-08-09 16:00:00,High,41.7,105.1,84.4,LIGHT,21.0,1017.0,88.0,3.0,céu pouco nublado,0.0,
1984,2019-08-11 16:00:00,Low,35.5,11.8,46.4,LIGHT,21.0,1022.0,73.0,4.0,céu pouco nublado,0.0,
1985,2019-07-15 06:00:00,Medium,42.6,9.4,81.3,LIGHT,17.0,1015.0,100.0,3.0,,0.0,
1986,2019-05-22 06:00:00,Medium,45.1,6.5,65.6,LIGHT,11.0,1017.0,93.0,1.0,,0.0,
1987,2018-10-23 14:00:00,Medium,34.4,30.8,91.6,LIGHT,24.0,1023.0,33.0,6.0,céu claro,0.0,
1988,2019-07-04 02:00:00,None,42.9,0.0,82.1,DARK,17.0,1013.0,88.0,3.0,nuvens quebradas,0.0,
1989,2018-07-25 01:00:00,None,40.5,0.0,88.3,DARK,17.0,1016.0,100.0,1.0,,0.0,
1990,2018-12-06 06:00:00,None,42.4,0.0,75.1,DARK,12.0,1029.0,93.0,0.0,,0.0,
1991,2018-09-19 14:00:00,Medium,38.1,37.9,83.9,LIGHT,22.0,1021.0,64.0,6.0,céu claro,0.0,
1992,2018-10-16 21:00:00,Medium,45.7,14.4,85.4,DARK,14.0,1019.0,100.0,0.0,nuvens dispersas,0.0,
1993,2019-02-16 02:00:00,Medium,51.7,3.9,79.6,DARK,9.0,1024.0,87.0,1.0,céu claro,0.0,
1994,2018-10-08 17:00:00,High,43.4,42.7,80.8,LIGHT,22.0,1013.0,35.0,4.0,céu claro,0.0,
1995,2019-04-20 07:00:00,Medium,39.1,15.1,70.6,LIGHT,16.0,1018.0,51.0,4.0,céu limpo,0.0,
1996,2018-09-03 04:00:00,None,45.8,0.0,87.0,DARK,17.0,1010.0,100.0,2.0,algumas nuvens,0.0,
1997,2019-05-19 04:00:00,Low,36.1,4.5,60.3,DARK,8.0,1015.0,100.0,0.0,,0.0,
1998,2019-06-16 20:00:00,Medium,35.8,19.9,78.9,LOW_LIGHT,17.0,1019.0,72.0,5.0,,0.0,
1999,2018-08-21 17:00:00,Medium,42.4,23.1,83.3,LIGHT,27.0,1013.0,39.0,3.0,céu claro,0.0,
2000,2019-05-24 07:00:00,Very_High,47.2,99.6,71.0,LIGHT,9.0,1020.0,87.0,3.0,,0.0,
2001,2018-12-09 12:00:00,Medium,34.9,32.9,96.9,LIGHT,14.0,1032.0,87.0,2.0,céu claro,0.0,
2002,2019-01-27 08:00:00,None,42.0,0.0,75.6,LOW_LIGHT,10.0,1021.0,81.0,4.0,nuvens quebradas,0.0,
2003,2019-01-21 09:00:00,Very_High,46.2,97.3,63.1,LIGHT,3.0,1025.0,100.0,2.0,céu claro,0.0,
2004,2019-06-24 10:00:00,Low,39.5,10.2,90.2,LIGHT,17.0,1014.0,88.0,1.0,nuvens quebradas,0.0,
2005,2019-06-08 16:00:00,High,36.3,79.6,69.3,LIGHT,18.0,1020.0,72.0,6.0,,0.0,
2006,2018-08-18 02:00:00,None,44.9,0.0,85.9,DARK,19.0,1016.0,60.0,3.0,céu claro,0.0,
2007,2019-02-01 12:00:00,Medium,42.9,34.2,75.1,LIGHT,9.0,993.0,81.0,7.0,,0.0,chuva
2008,2018-09-01 11:00:00,Low,44.0,14.8,85.5,LIGHT,28.0,1015.0,33.0,6.0,céu claro,0.0,
2009,2019-02-26 05:00:00,None,41.0,0.0,90.9,DARK,10.0,1024.0,62.0,4.0,céu claro,0.0,
2010,2018-08-06 06:00:00,None,41.8,5.8,88.6,LIGHT,18.0,1016.0,100.0,1.0,,0.0,
2011,2019-03-02 12:00:00,Low,37.0,13.3,97.4,LIGHT,15.0,1029.0,77.0,1.0,nuvens quebradas,0.0,
2012,2019-09-10 13:00:00,Medium,39.9,36.3,90.2,LIGHT,20.0,1022.0,68.0,7.0,céu pouco nublado,0.0,
2013,2018-08-21 23:00:00,Low,45.2,6.3,77.0,DARK,19.0,1014.0,93.0,1.0,céu claro,0.0,
2014,2019-08-11 14:00:00,High,45.4,40.7,84.4,LIGHT,21.0,1022.0,77.0,4.0,céu pouco nublado,0.0,
2015,2019-06-09 05:00:00,None,39.8,0.0,68.8,DARK,10.0,1020.0,93.0,1.0,,0.0,
2016,2019-09-12 15:00:00,High,34.1,57.5,95.9,LIGHT,28.0,1025.0,39.0,4.0,,0.0,
2017,2019-08-30 07:00:00,Low,42.3,10.8,73.0,LIGHT,15.0,1019.0,100.0,1.0,,0.0,
2018,2019-06-06 17:00:00,Very_High,45.4,62.4,74.5,LIGHT,13.0,1007.0,100.0,2.0,,0.0,chuva fraca
2019,2019-07-03 00:00:00,None,35.0,4.0,87.1,DARK,18.0,1013.0,100.0,5.0,nuvens quebradas,0.0,
2020,2019-09-27 21:00:00,Low,36.2,9.7,82.7,DARK,17.0,1022.0,93.0,3.0,,0.0,
2021,2019-06-28 18:00:00,Very_High,43.2,82.7,71.2,LIGHT,22.0,1016.0,77.0,7.0,,0.0,
2022,2019-08-19 20:00:00,Low,41.9,11.6,73.6,DARK,18.0,1017.0,77.0,4.0,,0.0,
2023,2019-05-17 20:00:00,Low,38.6,5.9,62.9,DARK,13.0,1016.0,76.0,5.0,céu pouco nublado,0.0,
2024,2019-07-01 11:00:00,Medium,33.6,23.7,76.5,LIGHT,21.0,1020.0,82.0,1.0,céu pouco nublado,0.0,
2025,2018-10-26 15:00:00,High,42.9,53.2,86.5,LIGHT,16.0,1014.0,82.0,4.0,algumas nuvens,0.0,
2026,2018-10-23 08:00:00,Very_High,48.0,112.7,82.3,LIGHT,15.0,1023.0,42.0,7.0,céu claro,0.0,
2027,2019-02-22 08:00:00,Very_High,47.2,52.0,78.5,LIGHT,8.0,1026.0,71.0,4.0,céu claro,0.0,
2028,2019-09-23 09:00:00,Very_High,44.5,81.0,77.3,LIGHT,16.0,1021.0,87.0,3.0,céu pouco nublado,0.0,
2029,2019-06-26 17:00:00,High,39.7,76.5,71.8,LIGHT,20.0,1016.0,82.0,2.0,nuvens quebradas,0.0,
2030,2019-06-26 16:00:00,High,39.8,59.6,75.1,LIGHT,21.0,1016.0,77.0,3.0,nuvens quebradas,0.0,
2031,2019-09-17 11:00:00,Medium,37.3,56.6,93.3,LIGHT,19.0,1017.0,100.0,1.0,,0.0,
2032,2018-12-07 23:00:00,Low,33.1,9.2,83.9,DARK,11.0,1032.0,100.0,1.0,,0.0,
2033,2019-08-27 08:00:00,High,42.2,21.6,81.9,LIGHT,18.0,1016.0,93.0,2.0,,0.0,
2034,2019-01-20 16:00:00,Medium,37.2,50.4,83.0,LIGHT,14.0,1020.0,71.0,5.0,nuvens dispersas,0.0,
2035,2018-08-30 05:00:00,None,49.2,0.0,81.3,DARK,11.0,1019.0,100.0,0.0,céu claro,0.0,
2036,2019-06-22 09:00:00,Low,37.6,4.6,62.4,LIGHT,16.0,1015.0,88.0,2.0,nuvens dispersas,0.0,
2037,2019-05-19 20:00:00,Low,38.2,6.9,65.3,LOW_LIGHT,14.0,1015.0,71.0,4.0,,0.0,
2038,2019-05-26 12:00:00,Medium,36.6,19.4,86.6,LIGHT,24.0,1020.0,60.0,3.0,,0.0,
2039,2018-08-15 23:00:00,Low,44.7,7.2,84.4,DARK,17.0,1016.0,100.0,2.0,nuvens quebradas,0.0,
2040,2019-08-28 06:00:00,Medium,38.3,16.1,88.3,DARK,16.0,1018.0,100.0,5.0,nuvens quebradas,0.0,
2041,2018-07-29 13:00:00,Low,41.6,11.9,82.5,LIGHT,21.0,1019.0,64.0,3.0,algumas nuvens,0.0,
2042,2018-11-23 22:00:00,Low,35.9,3.9,71.5,DARK,11.0,1014.0,82.0,5.0,nuvens dispersas,0.0,
2043,2019-07-06 01:00:00,None,39.9,1.8,80.4,DARK,17.0,1017.0,100.0,3.0,céu pouco nublado,0.0,
2044,2019-09-24 11:00:00,Medium,34.0,44.6,87.4,LIGHT,19.0,1020.0,100.0,2.0,nuvens quebradas,0.0,
2045,2019-05-29 19:00:00,Low,41.1,9.2,71.8,LIGHT,26.0,1020.0,47.0,5.0,,0.0,
2046,2018-10-19 10:00:00,High,38.4,28.0,83.9,LIGHT,18.0,1015.0,68.0,2.0,céu claro,0.0,
2047,2019-06-03 06:00:00,Medium,43.8,8.5,68.3,LIGHT,16.0,1018.0,100.0,1.0,,0.0,
2048,2019-07-09 17:00:00,Very_High,41.1,86.1,82.3,LIGHT,25.0,1015.0,73.0,4.0,,0.0,
2049,2018-10-04 11:00:00,Medium,37.6,26.4,87.4,LIGHT,24.0,1019.0,41.0,2.0,céu claro,0.0,
2050,2019-04-17 19:00:00,High,43.5,31.5,72.1,LOW_LIGHT,13.0,1007.0,82.0,5.0,,0.0,aguaceiros fracos
2051,2018-09-22 22:00:00,Low,44.1,6.9,86.8,DARK,17.0,1023.0,93.0,1.0,céu claro,0.0,
2052,2019-08-11 05:00:00,Low,47.8,8.9,82.1,DARK,14.0,1020.0,100.0,3.0,nuvens dispersas,0.0,
2053,2019-07-15 15:00:00,Medium,35.8,45.5,88.2,LIGHT,22.0,1016.0,88.0,3.0,nuvens quebradas,0.0,
2054,2019-07-10 14:00:00,Very_High,38.4,90.9,86.7,LIGHT,29.0,1015.0,61.0,5.0,,0.0,
2055,2019-04-26 23:00:00,Low,38.5,2.7,79.8,DARK,10.0,1030.0,87.0,2.0,,0.0,
2056,2018-09-05 06:00:00,None,42.8,0.0,86.2,DARK,17.0,1013.0,93.0,2.0,,0.0,
2057,2018-08-14 18:00:00,Medium,39.4,28.2,90.0,LIGHT,23.0,1016.0,44.0,5.0,céu claro,0.0,
2058,2019-04-18 20:00:00,Low,33.4,11.6,83.0,DARK,14.0,1014.0,82.0,3.0,céu pouco nublado,0.0,
2059,2018-08-31 03:00:00,None,43.3,0.0,85.7,DARK,14.0,1016.0,100.0,0.0,céu claro,0.0,
2060,2019-04-23 04:00:00,None,47.0,0.0,72.7,DARK,8.0,996.0,76.0,5.0,nuvens dispersas,0.0,
2061,2018-10-27 05:00:00,None,42.6,0.0,92.0,DARK,12.0,1015.0,62.0,6.0,céu claro,0.0,
2062,2018-11-13 09:00:00,Very_High,44.4,167.5,82.6,LIGHT,5.0,1024.0,93.0,0.0,,0.0,
2063,2018-12-05 14:00:00,Medium,39.7,13.7,78.0,LIGHT,18.0,1026.0,63.0,4.0,céu claro,0.0,
2064,2019-06-10 06:00:00,None,40.1,0.0,68.4,LIGHT,9.0,1020.0,100.0,5.0,,0.0,
2065,2019-05-07 13:00:00,Medium,36.4,18.2,71.2,LIGHT,16.0,1016.0,93.0,4.0,,0.0,chuva fraca
2066,2018-09-17 02:00:00,None,40.0,2.0,87.9,DARK,13.0,1017.0,100.0,0.0,algumas nuvens,0.0,
2067,2019-06-22 17:00:00,High,34.6,78.1,73.6,LIGHT,22.0,1013.0,49.0,5.0,,0.0,
2068,2019-04-18 06:00:00,None,37.8,1.8,67.4,LOW_LIGHT,10.0,1010.0,100.0,3.0,nuvens dispersas,0.0,
2069,2019-05-27 15:00:00,Medium,45.3,28.1,70.3,LIGHT,22.0,1016.0,68.0,6.0,céu pouco nublado,0.0,
2070,2019-01-27 23:00:00,None,47.7,0.0,71.3,DARK,8.0,1025.0,93.0,1.0,nuvens quebradas,0.0,
2071,2019-09-18 04:00:00,None,45.0,0.0,87.3,DARK,15.0,1015.0,100.0,3.0,,0.0,
2072,2019-09-13 19:00:00,High,45.9,56.3,69.4,LOW_LIGHT,26.0,1018.0,68.0,4.0,,0.0,
2073,2019-08-29 09:00:00,Medium,38.1,21.0,81.5,LIGHT,17.0,1019.0,100.0,3.0,,0.0,
2074,2019-07-16 16:00:00,High,38.7,71.7,81.6,LIGHT,25.0,1014.0,73.0,3.0,,0.0,
2075,2018-11-03 09:00:00,None,43.3,1.5,79.5,LIGHT,13.0,1024.0,100.0,1.0,nuvens quebradas,0.0,
2076,2018-11-22 03:00:00,Medium,45.7,5.6,64.0,DARK,10.0,1011.0,87.0,7.0,,0.0,chuva
2077,2019-09-08 20:00:00,Low,44.4,7.1,82.2,DARK,20.0,1016.0,60.0,3.0,,0.0,
2078,2018-09-04 19:00:00,Low,37.5,10.8,85.7,LOW_LIGHT,19.0,1013.0,88.0,3.0,algumas nuvens,0.0,
2079,2019-05-10 19:00:00,High,37.6,27.9,72.4,LIGHT,16.0,1019.0,87.0,2.0,nuvens quebradas,0.0,
2080,2018-08-09 21:00:00,None,37.8,0.0,80.1,DARK,16.0,1022.0,82.0,6.0,céu claro,0.0,
2081,2019-04-13 11:00:00,Medium,33.5,21.8,85.4,LIGHT,15.0,1019.0,58.0,3.0,nuvens quebradas,0.0,
2082,2018-11-16 09:00:00,Very_High,42.5,91.1,70.7,LIGHT,12.0,1016.0,77.0,5.0,céu claro,0.0,
2083,2018-09-26 11:00:00,Medium,34.2,32.6,92.5,LIGHT,25.0,1022.0,41.0,4.0,céu claro,0.0,
2084,2019-08-26 14:00:00,Medium,37.0,32.2,80.1,LIGHT,26.0,1015.0,69.0,3.0,céu pouco nublado,0.0,
2085,2019-01-20 21:00:00,None,39.2,0.0,71.9,DARK,8.0,1022.0,87.0,4.0,céu claro,0.0,
2086,2019-08-29 15:00:00,Medium,35.9,38.4,87.9,LIGHT,24.0,1019.0,77.0,5.0,,0.0,
2087,2018-10-11 00:00:00,None,45.0,0.0,80.6,DARK,19.0,1005.0,68.0,8.0,nuvens quebradas,0.0,
2088,2018-08-20 17:00:00,High,40.8,31.3,87.2,LIGHT,29.0,1015.0,35.0,2.0,céu claro,0.0,
2089,2018-08-16 09:00:00,Low,38.0,21.9,88.7,LIGHT,17.0,1017.0,100.0,0.0,nuvens quebradas,0.0,
2090,2019-07-11 15:00:00,Medium,37.0,36.5,89.2,LIGHT,31.0,1014.0,61.0,4.0,,0.0,
2091,2019-04-22 18:00:00,High,44.5,36.5,89.0,LIGHT,13.0,998.0,93.0,6.0,,0.0,chuva fraca
2092,2019-02-01 05:00:00,Low,51.7,2.1,77.1,DARK,12.0,994.0,66.0,7.0,nuvens quebradas,0.0,
2093,2019-09-29 07:00:00,None,45.1,4.9,83.1,LOW_LIGHT,11.0,1019.0,87.0,3.0,,0.0,
2094,2019-03-30 06:00:00,None,41.6,1.9,73.8,DARK,7.0,1018.0,70.0,3.0,céu limpo,0.0,
2095,2018-10-24 19:00:00,Medium,40.7,16.1,77.9,DARK,17.0,1023.0,67.0,3.0,céu claro,0.0,
2096,2018-10-24 22:00:00,None,45.7,0.0,75.7,DARK,13.0,1022.0,87.0,1.0,céu claro,0.0,
2097,2018-10-11 01:00:00,None,44.9,0.0,84.6,DARK,19.0,1005.0,68.0,8.0,nuvens quebradas,0.0,
2098,2019-09-07 06:00:00,None,47.9,5.5,75.5,DARK,17.0,1018.0,42.0,3.0,,0.0,
2099,2019-08-18 15:00:00,High,37.8,106.9,88.3,LIGHT,22.0,1017.0,77.0,7.0,céu pouco nublado,0.0,
2100,2019-09-14 04:00:00,None,44.4,2.8,75.9,DARK,22.0,1020.0,53.0,3.0,,0.0,
2101,2019-08-08 19:00:00,Medium,39.5,29.5,83.7,LIGHT,21.0,1011.0,100.0,8.0,,0.0,chuva fraca
2102,2019-05-27 23:00:00,None,38.6,2.2,64.9,DARK,16.0,1016.0,82.0,5.0,,0.0,
2103,2018-08-14 00:00:00,None,44.2,1.4,82.1,DARK,15.0,1017.0,93.0,0.0,céu claro,0.0,
2104,2018-10-29 03:00:00,None,45.7,2.3,90.9,DARK,5.0,1013.0,100.0,1.0,céu claro,0.0,
2105,2019-07-08 05:00:00,None,42.6,0.0,80.6,DARK,17.0,1013.0,100.0,2.0,nuvens quebradas,0.0,
2106,2018-08-31 00:00:00,None,45.3,1.9,82.4,DARK,14.0,1017.0,87.0,1.0,céu claro,0.0,
2107,2018-08-26 10:00:00,Low,37.3,14.6,90.8,LIGHT,18.0,1015.0,72.0,1.0,céu claro,0.0,
2108,2019-07-22 15:00:00,Medium,33.1,22.2,86.5,LIGHT,29.0,1017.0,73.0,2.0,,0.0,
2109,2018-11-27 04:00:00,None,42.3,0.0,75.8,DARK,8.0,1023.0,93.0,3.0,céu claro,0.0,
2110,2019-07-04 18:00:00,High,41.0,66.7,80.9,LIGHT,21.0,1015.0,73.0,3.0,céu pouco nublado,0.0,
2111,2018-10-08 03:00:00,None,45.7,0.8,88.3,DARK,12.0,1017.0,50.0,2.0,céu claro,0.0,
2112,2019-03-03 07:00:00,None,41.4,0.0,89.4,DARK,11.0,1024.0,87.0,5.0,nuvens quebradas,0.0,
2113,2019-04-30 01:00:00,None,45.6,2.2,68.2,DARK,12.0,1019.0,93.0,2.0,céu pouco nublado,0.0,
2114,2018-09-25 11:00:00,Medium,40.8,29.3,81.0,LIGHT,26.0,1020.0,19.0,6.0,céu claro,0.0,
2115,2018-09-03 16:00:00,Medium,43.3,30.6,85.2,LIGHT,20.0,1012.0,77.0,2.0,nuvens quebradas,0.0,
2116,2019-05-06 12:00:00,Low,32.3,12.1,69.2,LIGHT,15.0,1020.0,63.0,3.0,nuvens quebradas,0.0,
2117,2018-08-20 16:00:00,Medium,38.9,34.0,92.0,LIGHT,30.0,1015.0,33.0,3.0,céu claro,0.0,
2118,2018-11-07 17:00:00,High,40.7,29.5,83.2,DARK,14.0,1016.0,67.0,2.0,algumas nuvens,0.0,
2119,2019-03-05 13:00:00,Low,34.1,5.1,85.7,LIGHT,14.0,1012.0,77.0,9.0,nuvens quebradas,0.0,
2120,2019-07-22 00:00:00,None,42.6,0.0,82.9,DARK,18.0,1018.0,88.0,2.0,,0.0,
2121,2018-11-06 22:00:00,Medium,46.2,3.0,81.4,DARK,13.0,1006.0,100.0,6.0,,0.0,chuva fraca
2122,2018-11-25 02:00:00,None,42.1,0.0,76.0,DARK,12.0,1009.0,93.0,2.0,nuvens dispersas,0.0,
2123,2018-09-27 14:00:00,High,40.4,51.9,87.0,LIGHT,27.0,1025.0,54.0,2.0,céu claro,0.0,
2124,2019-03-05 00:00:00,Low,45.5,5.0,84.0,DARK,10.0,1019.0,87.0,3.0,nuvens dispersas,0.0,
2125,2019-09-14 21:00:00,Medium,36.1,12.3,74.1,DARK,22.0,1018.0,68.0,2.0,,0.0,
2126,2019-05-21 10:00:00,Medium,36.4,43.9,74.6,LIGHT,17.0,1016.0,60.0,2.0,,0.0,
2127,2019-05-21 12:00:00,Low,34.5,16.9,78.8,LIGHT,20.0,1016.0,63.0,3.0,,0.0,
2128,2019-06-25 23:00:00,None,40.0,0.0,67.4,DARK,18.0,1016.0,93.0,4.0,nuvens dispersas,0.0,
2129,2019-05-14 19:00:00,High,47.4,18.7,76.9,LIGHT,25.0,1014.0,31.0,1.0,,0.0,
2130,2019-06-18 19:00:00,Medium,37.1,12.9,81.6,LIGHT,17.0,1013.0,100.0,6.0,,0.0,chuva fraca
2131,2019-06-23 04:00:00,Low,46.4,7.7,62.2,DARK,15.0,1011.0,100.0,3.0,,0.0,chuva fraca
2132,2018-08-29 07:00:00,None,40.6,5.2,87.3,LIGHT,13.0,1020.0,100.0,2.0,algumas nuvens,0.0,
2133,2018-09-24 11:00:00,Medium,34.3,45.8,90.0,LIGHT,25.0,1022.0,40.0,4.0,céu claro,0.0,
